state,modeldate,candidate_name,pct_estimate,pct_trend_adjusted
Arizona,7/11/2024,Kamala Harris,40.4505081176758,40.4800682067871
Arizona,7/11/2024,Donald Trump,50.9586715698242,50.9699401855469
Arizona,7/12/2024,Donald Trump,51.0944290161133,51.1462516784668
Arizona,7/12/2024,Kamala Harris,40.723461151123,40.7652397155762
Arizona,7/13/2024,Kamala Harris,40.6745681762695,40.7155799865723
Arizona,7/13/2024,Donald Trump,51.137149810791,51.1896286010742
Arizona,7/14/2024,Donald Trump,51.8790397644043,52.1365509033203
Arizona,7/14/2024,Kamala Harris,41.4566192626953,41.3276786804199
Arizona,7/15/2024,Kamala Harris,41.2071418762207,41.8206405639648
Arizona,7/15/2024,Donald Trump,51.7411994934082,52.3543395996094
Arizona,7/16/2024,Donald Trump,48.7074089050293,49.0538711547852
Arizona,7/16/2024,Kamala Harris,40.9731407165527,41.3495292663574
Arizona,7/17/2024,Kamala Harris,40.5627593994141,40.9345817565918
Arizona,7/17/2024,Donald Trump,48.2574005126953,48.5320701599121
Arizona,7/18/2024,Kamala Harris,40.2348098754883,43.0079002380371
Arizona,7/18/2024,Donald Trump,47.9009819030762,50.6552314758301
Arizona,7/19/2024,Donald Trump,47.9009819030762,50.6552314758301
Arizona,7/19/2024,Kamala Harris,40.2348098754883,43.0079002380371
Arizona,7/20/2024,Kamala Harris,39.8665084838867,41.3451385498047
Arizona,7/20/2024,Donald Trump,47.6616592407227,49.131649017334
Arizona,7/20/2024,Robert F. Kennedy,6.08936023712158,6.10582304000854
Arizona,7/21/2024,Kamala Harris,39.4340591430664,39.1668090820313
Arizona,7/21/2024,Robert F. Kennedy,6.08990621566772,6.1193962097168
Arizona,7/21/2024,Donald Trump,47.171459197998,47.5210304260254
Arizona,7/22/2024,Kamala Harris,39.1818504333496,39.9978294372559
Arizona,7/22/2024,Donald Trump,47.0499610900879,48.3376312255859
Arizona,7/22/2024,Robert F. Kennedy,6.11164617538452,6.11687088012695
Arizona,7/23/2024,Robert F. Kennedy,4.97979497909546,5.09283399581909
Arizona,7/23/2024,Kamala Harris,39.8174514770508,40.6557388305664
Arizona,7/23/2024,Donald Trump,47.6788597106934,47.6478691101074
